locus_tag	ftype	length_bp	gene	EC_number	COG	product
IABCJNHA_01041	CDS	576	yuaF			putative membrane protein YuaF
IABCJNHA_01042	CDS	1530	yqiK		COG2268	Inner membrane protein YqiK
IABCJNHA_01043	CDS	522				hypothetical protein
IABCJNHA_01044	CDS	579	thiT		COG3859	Thiamine transporter ThiT
IABCJNHA_01045	CDS	1884	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
IABCJNHA_01046	CDS	1143	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
IABCJNHA_01047	CDS	1032	glgD		COG0448	Glycogen biosynthesis protein GlgD
IABCJNHA_01048	CDS	1455	glgA	2.4.1.21	COG0297	Glycogen synthase
IABCJNHA_01049	CDS	2397	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
IABCJNHA_01050	CDS	468	tspO		COG3476	Tryptophan-rich protein TspO
IABCJNHA_01051	CDS	1062	cotI			Spore coat protein I
IABCJNHA_01052	CDS	1134	cotSA_1	2.4.-.-	COG0438	Spore coat protein SA
IABCJNHA_01053	CDS	1056	cotS			Spore coat protein S
IABCJNHA_01054	CDS	432				hypothetical protein
IABCJNHA_01055	CDS	1224	cotSA_2	2.4.-.-	COG0438	Spore coat protein SA
IABCJNHA_01056	CDS	951	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
IABCJNHA_01057	CDS	1287	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
IABCJNHA_01058	CDS	819	gtaB_3	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
IABCJNHA_01059	CDS	720	dksA_1			RNA polymerase-binding transcription factor DksA
IABCJNHA_01060	CDS	1416	pchA	5.4.4.2	COG1169	Salicylate biosynthesis isochorismate synthase
IABCJNHA_01061	CDS	1743	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
IABCJNHA_01062	CDS	825	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
IABCJNHA_01063	CDS	816	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
IABCJNHA_01064	CDS	1461	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
IABCJNHA_01065	CDS	1116	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
IABCJNHA_01066	CDS	921	mntA		COG0803	Manganese-binding lipoprotein MntA
IABCJNHA_01067	CDS	753	mntB		COG1121	Manganese transport system ATP-binding protein MntB
IABCJNHA_01068	CDS	1308	mntC		COG1108	Manganese transport system membrane protein MntC
IABCJNHA_01069	CDS	888	mntD		COG1108	Manganese transport system membrane protein MntD
IABCJNHA_01070	CDS	159				hypothetical protein
IABCJNHA_01071	CDS	1041	ythB		COG1294	Putative cytochrome bd menaquinol oxidase subunit II
IABCJNHA_01072	CDS	1332	ythA	1.10.3.-	COG1271	Putative cytochrome bd menaquinol oxidase subunit I
IABCJNHA_01073	CDS	249	rpmE2		COG0254	50S ribosomal protein L31 type B
IABCJNHA_01074	CDS	564	csh_2	3.13.1.5		Carbon disulfide hydrolase
IABCJNHA_01075	CDS	474	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
IABCJNHA_01076	CDS	438				hypothetical protein
IABCJNHA_01077	CDS	141				hypothetical protein
IABCJNHA_01078	CDS	438	dps		COG0783	General stress protein 20U
IABCJNHA_01079	CDS	405				hypothetical protein
IABCJNHA_01080	CDS	477	ytkD	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase YtkD
IABCJNHA_01081	CDS	813	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
IABCJNHA_01082	CDS	783	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
IABCJNHA_01083	CDS	1029				hypothetical protein
IABCJNHA_01084	CDS	774				hypothetical protein
IABCJNHA_01085	CDS	243	ytmB			putative protein YtmB
IABCJNHA_01086	CDS	1584	pckA	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
IABCJNHA_01087	CDS	1203	metK	2.5.1.6		S-adenosylmethionine synthase
IABCJNHA_01088	CDS	1899	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
IABCJNHA_01089	CDS	1392	proY		COG1113	Proline-specific permease ProY
IABCJNHA_01090	CDS	516	yrdA		COG0663	Protein YrdA
IABCJNHA_01091	CDS	780	ytpA	3.1.1.-	COG2267	Phospholipase YtpA
IABCJNHA_01092	CDS	1107	ytpB	4.2.3.130		Tetraprenyl-beta-curcumene synthase
IABCJNHA_01093	CDS	585	rsmH_1	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
IABCJNHA_01094	CDS	969				hypothetical protein
IABCJNHA_01095	CDS	273				hypothetical protein
IABCJNHA_01096	CDS	138				hypothetical protein
IABCJNHA_01097	CDS	393	ytrA_1		COG1725	HTH-type transcriptional repressor YtrA
IABCJNHA_01098	CDS	879	ytrB		COG1131	ABC transporter ATP-binding protein YtrB
IABCJNHA_01099	CDS	987	ytrC			putative ABC transporter permease YtrC
IABCJNHA_01100	CDS	978	ytrD			putative ABC transporter permease YtrD
IABCJNHA_01101	CDS	696	ytrE		COG1136	ABC transporter ATP-binding protein YtrE
IABCJNHA_01102	CDS	1311	ytrF		COG0577	ABC transporter permease YtrF
IABCJNHA_01103	CDS	705	graR_3		COG0745	Response regulator protein GraR
IABCJNHA_01104	CDS	1005	graS_2	2.7.13.3		Sensor histidine kinase GraS
IABCJNHA_01105	CDS	762	bceA		COG1136	Bacitracin export ATP-binding protein BceA
IABCJNHA_01106	CDS	1941	bceB		COG0577	Bacitracin export permease protein BceB
IABCJNHA_01107	CDS	747	yttA			putative membrane protein YttA
IABCJNHA_01108	CDS	1194	mdrP_1			Na(+), Li(+), K(+)/H(+) antiporter
IABCJNHA_01109	CDS	786	pfyP			Blue-light photoreceptor
IABCJNHA_01110	CDS	339				hypothetical protein
IABCJNHA_01111	CDS	2415	leuS	6.1.1.4		Leucine--tRNA ligase
IABCJNHA_01112	CDS	312		2.8.1.-	COG0607	Sulfurtransferase
IABCJNHA_01113	CDS	1299	melA	3.2.1.22	COG1486	Alpha-galactosidase
IABCJNHA_01114	CDS	831	melC		COG0395	Melibiose/raffinose/stachyose import permease protein MelC
IABCJNHA_01115	CDS	912	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
IABCJNHA_01116	CDS	1281	melE		COG1653	Melibiose/raffinose/stachyose-binding protein MelE
IABCJNHA_01117	CDS	1035	melR		COG1609	HTH-type transcriptional repressor MelR
IABCJNHA_01118	CDS	900				hypothetical protein
IABCJNHA_01119	CDS	735	bioW	6.2.1.14	COG1424	6-carboxyhexanoate--CoA ligase
IABCJNHA_01120	CDS	1347	bioK	2.6.1.105	COG0161	L-Lysine--8-amino-7-oxononanoate transaminase
IABCJNHA_01121	CDS	1170	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase 2
IABCJNHA_01122	CDS	696	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
IABCJNHA_01123	CDS	1008	bioB	2.8.1.6		Biotin synthase
IABCJNHA_01124	CDS	1188	bioI	1.14.14.46	COG2124	Biotin biosynthesis cytochrome P450
IABCJNHA_01125	CDS	762				hypothetical protein
IABCJNHA_01126	CDS	882	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
IABCJNHA_01127	CDS	1497	lipO_1		COG1653	Lipoprotein LipO
IABCJNHA_01128	CDS	2307	yesS_1		COG2207	HTH-type transcriptional regulator YesS
IABCJNHA_01129	CDS	966	yteP_1		COG4209	putative multiple-sugar transport system permease YteP
IABCJNHA_01130	CDS	1122	yteR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YteR
IABCJNHA_01131	CDS	423	yteS			Putative lipoprotein YteS
IABCJNHA_01132	CDS	1242	yteT	1.-.-.-	COG0673	Putative oxidoreductase YteT
IABCJNHA_01133	CDS	669				hypothetical protein
IABCJNHA_01134	CDS	183				Sporulation protein cse60
IABCJNHA_01135	CDS	1539	opuD		COG1292	Glycine betaine transporter OpuD
IABCJNHA_01136	CDS	1218	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
IABCJNHA_01137	CDS	1566	murJ_1		COG2244	Lipid II flippase MurJ
IABCJNHA_01138	CDS	720	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
IABCJNHA_01139	CDS	222	ytzE		COG1349	putative HTH-type transcriptional regulator YtzE
IABCJNHA_01140	CDS	711	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
IABCJNHA_01141	CDS	1158				hypothetical protein
IABCJNHA_01142	CDS	1299	pbuO		COG2252	Guanine/hypoxanthine permease PbuO
IABCJNHA_01143	CDS	1392		3.4.13.-		Putative dipeptidase
IABCJNHA_01144	CDS	936	cysK_1	2.5.1.47		Cysteine synthase
IABCJNHA_01145	CDS	552	ytlP	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
IABCJNHA_01146	CDS	915				hypothetical protein
IABCJNHA_01147	CDS	930	ytlR	2.7.1.-	COG1597	Putative lipid kinase YtlR
IABCJNHA_01148	CDS	2157	amyX	3.2.1.41	COG1523	Pullulanase
IABCJNHA_01149	CDS	798				hypothetical protein
IABCJNHA_01150	CDS	279				hypothetical protein
IABCJNHA_01151	CDS	642	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
IABCJNHA_01152	CDS	846	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
IABCJNHA_01153	CDS	1701	maeA_2	1.1.1.38	COG0281	putative NAD-dependent malic enzyme 2
IABCJNHA_01154	CDS	318				hypothetical protein
IABCJNHA_01155	CDS	1074	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
IABCJNHA_01156	CDS	447				hypothetical protein
IABCJNHA_01157	CDS	324	ytpP			Thioredoxin-like protein YtpP
IABCJNHA_01158	CDS	810				hypothetical protein
IABCJNHA_01159	CDS	606				hypothetical protein
IABCJNHA_01160	CDS	2859	sftA			DNA translocase SftA
IABCJNHA_01161	CDS	1299	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
IABCJNHA_01162	CDS	423				hypothetical protein
IABCJNHA_01163	CDS	456				hypothetical protein
IABCJNHA_01164	CDS	327				hypothetical protein
IABCJNHA_01165	CDS	1077	aroA		COG1605	Protein AroA(G)
IABCJNHA_01166	CDS	1005	ccpA_2		COG1609	Catabolite control protein A
IABCJNHA_01167	CDS	819	pomA_1		COG1291	Chemotaxis protein PomA
IABCJNHA_01168	CDS	729	motB_1		COG1360	Motility protein B
IABCJNHA_01169	CDS	1164	acuC			Acetoin utilization protein AcuC
IABCJNHA_01170	CDS	645	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
IABCJNHA_01171	CDS	633	acuA	2.3.1.-		Acetoin utilization protein AcuA
IABCJNHA_01172	CDS	1719	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
IABCJNHA_01173	CDS	1269	tyrS1	6.1.1.1	COG0162	Tyrosine--tRNA ligase 1
IABCJNHA_01174	CDS	120				hypothetical protein
IABCJNHA_01175	CDS	603	rpsD		COG0522	30S ribosomal protein S4
IABCJNHA_01176	CDS	1740				hypothetical protein
IABCJNHA_01177	CDS	492	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
IABCJNHA_01178	CDS	624	yttP			putative HTH-type transcriptional regulator YttP
IABCJNHA_01179	CDS	807	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
IABCJNHA_01180	CDS	1689	ezrA		COG4477	Septation ring formation regulator EzrA
IABCJNHA_01181	CDS	1338	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
IABCJNHA_01182	CDS	1146	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
IABCJNHA_01183	CDS	1206	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
IABCJNHA_01184	CDS	210				Small, acid-soluble spore protein 2
IABCJNHA_01185	CDS	1590	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
IABCJNHA_01186	CDS	1590	nfdA	3.5.1.91		N-substituted formamide deformylase
IABCJNHA_01187	CDS	804	nadK1	2.7.1.23	COG0061	NAD kinase 1
IABCJNHA_01188	CDS	1008	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
IABCJNHA_01189	CDS	495				hypothetical protein
IABCJNHA_01190	CDS	705				hypothetical protein
IABCJNHA_01191	CDS	456	ytfJ		COG3874	putative spore protein YtfJ
IABCJNHA_01192	CDS	504	tpx	1.11.1.15	COG2077	Thiol peroxidase
IABCJNHA_01193	CDS	990				hypothetical protein
IABCJNHA_01194	CDS	1188	ackA	2.7.2.1	COG0282	Acetate kinase
IABCJNHA_01195	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
IABCJNHA_01196	CDS	1212	argG	6.3.4.5		Argininosuccinate synthase
IABCJNHA_01197	CDS	1386	argH	4.3.2.1	COG0165	Argininosuccinate lyase
IABCJNHA_01198	CDS	132				hypothetical protein
IABCJNHA_01199	CDS	768	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IABCJNHA_01200	CDS	684				hypothetical protein
IABCJNHA_01201	CDS	927	hdfR			HTH-type transcriptional regulator HdfR
IABCJNHA_01202	CDS	537	ytmI	2.3.1.-		putative N-acetyltransferase YtmI
IABCJNHA_01203	CDS	810	tcyJ		COG0834	L-cystine-binding protein TcyJ
IABCJNHA_01204	CDS	813	tcyK		COG0834	L-cystine-binding protein TcyK
IABCJNHA_01205	CDS	720	tcyL		COG0765	L-cystine transport system permease protein TcyL
IABCJNHA_01206	CDS	708	tcyM		COG0765	L-cystine transport system permease protein TcyM
IABCJNHA_01207	CDS	780	tcyN	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyN
IABCJNHA_01208	CDS	1005				hypothetical protein
IABCJNHA_01209	CDS	282				hypothetical protein
IABCJNHA_01210	CDS	1329	moxC	1.14.-.-	COG2141	Putative monooxygenase MoxC
IABCJNHA_01211	CDS	693	ribR	2.7.1.26	COG0196	RNA-binding riboflavin kinase RibR
IABCJNHA_01212	CDS	1251	scmP_2	3.5.1.-	COG1473	N-acetylcysteine deacetylase
IABCJNHA_01213	CDS	903				hypothetical protein
IABCJNHA_01214	CDS	1320	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
IABCJNHA_01215	CDS	303				hypothetical protein
IABCJNHA_01216	CDS	942	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
IABCJNHA_01217	CDS	192				hypothetical protein
IABCJNHA_01218	CDS	504	ytrI			Sporulation membrane protein YtrI
IABCJNHA_01219	CDS	342	ytrH			Sporulation membrane protein YtrH
IABCJNHA_01220	CDS	3348	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
IABCJNHA_01221	CDS	945		1.1.1.38		NAD-dependent malic enzyme
IABCJNHA_01222	CDS	243				hypothetical protein
IABCJNHA_01223	CDS	873	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
IABCJNHA_01224	CDS	978	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
IABCJNHA_01225	CDS	960	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase
IABCJNHA_01226	CDS	1758	pyk	2.7.1.40	COG0469	Pyruvate kinase
IABCJNHA_01227	CDS	384				hypothetical protein
IABCJNHA_01228	CDS	1116				Sodium-lithium/proton antiporter
IABCJNHA_01229	CDS	465				hypothetical protein
IABCJNHA_01230	CDS	1119	citZ	2.3.3.16	COG0372	Citrate synthase 2
IABCJNHA_01231	CDS	1272	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
IABCJNHA_01232	CDS	939	mdh	1.1.1.37	COG0039	Malate dehydrogenase
IABCJNHA_01233	CDS	723	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
IABCJNHA_01234	CDS	1740	phoR	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
IABCJNHA_01235	CDS	2643	polA	2.7.7.7		DNA polymerase I
IABCJNHA_01236	CDS	837	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
IABCJNHA_01237	CDS	633	ytaF			putative sporulation protein YtaF
IABCJNHA_01238	CDS	594	coaE	2.7.1.24		Dephospho-CoA kinase
IABCJNHA_01239	CDS	843	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
IABCJNHA_01240	CDS	1191	ydhP_1		COG2814	Inner membrane transport protein YdhP
IABCJNHA_01241	CDS	381	ytcD_1		COG1733	putative HTH-type transcriptional regulator YtcD
IABCJNHA_01242	CDS	1023	gapB	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 2
IABCJNHA_01243	CDS	381	speH	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
IABCJNHA_01244	CDS	459	nrdR		COG1327	Transcriptional repressor NrdR
IABCJNHA_01245	CDS	1419	dnaB		COG3611	Replication initiation and membrane attachment protein
IABCJNHA_01246	CDS	936	dnaI		COG1484	Primosomal protein DnaI
IABCJNHA_01247	CDS	642	ydjZ_1		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
IABCJNHA_01248	CDS	846				hypothetical protein
IABCJNHA_01249	CDS	1932	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase 1
IABCJNHA_01250	CDS	783	ppaX_2	3.6.1.1		Pyrophosphatase PpaX
IABCJNHA_01251	CDS	537				hypothetical protein
IABCJNHA_01252	CDS	1287	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
IABCJNHA_01253	CDS	726	lytR		COG3279	Sensory transduction protein LytR
IABCJNHA_01254	CDS	441	lrgA		COG1380	Antiholin-like protein LrgA
IABCJNHA_01255	CDS	696	lrgB		COG1346	Antiholin-like protein LrgB
IABCJNHA_01256	CDS	666				hypothetical protein
IABCJNHA_01257	CDS	504	infC			Translation initiation factor IF-3
IABCJNHA_01258	CDS	201	rpmI		COG0291	50S ribosomal protein L35
IABCJNHA_01259	CDS	360	rplT		COG0292	50S ribosomal protein L20
IABCJNHA_01260	CDS	270				hypothetical protein
IABCJNHA_01261	CDS	393	ysdB			Sigma-w pathway protein YsdB
IABCJNHA_01262	CDS	1086	ysdC_2	3.4.11.-	COG1363	Putative aminopeptidase YsdC
IABCJNHA_01263	CDS	972	abnA	3.2.1.99	COG3507	Extracellular endo-alpha-(1->5)-L-arabinanase 1
IABCJNHA_01264	CDS	1491	araA	5.3.1.4		L-arabinose isomerase
IABCJNHA_01265	CDS	1683	araB	2.7.1.16	COG1069	Ribulokinase
IABCJNHA_01266	CDS	690	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase
IABCJNHA_01267	CDS	810	araL	3.1.3.23	COG0647	Sugar-phosphatase AraL
IABCJNHA_01268	CDS	1185	egsA	1.1.1.261	COG0371	Glycerol-1-phosphate dehydrogenase [NAD(P)+]
IABCJNHA_01269	CDS	1302	araN		COG1653	putative arabinose-binding protein
IABCJNHA_01270	CDS	942	araP		COG1175	L-arabinose transport system permease protein AraP
IABCJNHA_01271	CDS	846	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
IABCJNHA_01272	CDS	1503	abfA	3.2.1.55	COG3534	Intracellular exo-alpha-(1->5)-L-arabinofuranosidase 1
IABCJNHA_01273	CDS	1797	cstA		COG1966	Peptide transporter CstA
IABCJNHA_01274	CDS	171				hypothetical protein
IABCJNHA_01275	CDS	243				hypothetical protein
IABCJNHA_01276	CDS	1335	lutA_2			Lactate utilization protein A
IABCJNHA_01277	CDS	1413		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
IABCJNHA_01278	CDS	1107	cdaR_1		COG3835	Carbohydrate diacid regulator
IABCJNHA_01279	CDS	216	sspI			Small, acid-soluble spore protein I
IABCJNHA_01280	CDS	747	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
IABCJNHA_01281	CDS	1035	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
IABCJNHA_01282	CDS	2415	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
IABCJNHA_01283	CDS	942	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
IABCJNHA_01284	CDS	258	zapA		COG3027	Cell division protein ZapA
IABCJNHA_01285	CDS	534				hypothetical protein
IABCJNHA_01286	CDS	1713	polX		COG1387	DNA polymerase/3'-5' exonuclease PolX
IABCJNHA_01287	CDS	2358	mutS2	3.1.-.-		Endonuclease MutS2
IABCJNHA_01288	CDS	405				hypothetical protein
IABCJNHA_01289	CDS	1683	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
IABCJNHA_01290	CDS	585	fadR			Fatty acid metabolism regulator protein
IABCJNHA_01291	CDS	777	fadB	4.2.1.17	COG1024	putative enoyl-CoA hydratase
IABCJNHA_01292	CDS	774	etfB		COG2086	Electron transfer flavoprotein subunit beta
IABCJNHA_01293	CDS	978	etfA		COG2025	Electron transfer flavoprotein subunit alpha
IABCJNHA_01294	CDS	162				hypothetical protein
IABCJNHA_01295	CDS	1488	abf2	3.2.1.55	COG3534	Intracellular exo-alpha-L-arabinofuranosidase 2
IABCJNHA_01296	CDS	315	trxA		COG0526	Thioredoxin
IABCJNHA_01297	CDS	1773	uvrC_2		COG0322	UvrABC system protein C
IABCJNHA_01298	CDS	1227	lysC	2.7.2.4	COG0527	Aspartokinase 2
IABCJNHA_01299	CDS	447	yslB			putative protein YslB
IABCJNHA_01300	CDS	609	sdhC		COG2009	Succinate dehydrogenase cytochrome b558 subunit
IABCJNHA_01301	CDS	1761	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
IABCJNHA_01302	CDS	762	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
IABCJNHA_01303	CDS	444				hypothetical protein
IABCJNHA_01304	CDS	225	gerE		COG2771	Spore germination protein GerE
IABCJNHA_01305	CDS	441	yusO_3			putative HTH-type transcriptional regulator YusO
IABCJNHA_01306	CDS	816	racE	5.1.1.3	COG0796	Glutamate racemase 1
IABCJNHA_01307	CDS	1101	gerM		COG5401	Spore germination protein GerM
IABCJNHA_01308	CDS	738	rph	2.7.7.56	COG0689	Ribonuclease PH
IABCJNHA_01309	CDS	588		3.6.1.66		dITP/XTP pyrophosphatase
IABCJNHA_01310	CDS	510		3.1.4.-		Putative metallophosphoesterase MG207 
IABCJNHA_01311	tRNA	76				tRNA-Arg(tct)
IABCJNHA_01312	CDS	822	ysnF			Stress response protein YsnF
IABCJNHA_01313	CDS	456	ysnE	2.3.1.-		putative N-acetyltransferase YsnE
IABCJNHA_01314	CDS	336				hypothetical protein
IABCJNHA_01315	CDS	1725	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
IABCJNHA_01316	CDS	519	ilvH	2.2.1.6	COG0440	Acetolactate synthase small subunit
IABCJNHA_01317	CDS	1029	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
IABCJNHA_01318	CDS	1557	leuA	2.3.3.13		2-isopropylmalate synthase
IABCJNHA_01319	CDS	1098	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
IABCJNHA_01320	CDS	1419	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
IABCJNHA_01321	CDS	600	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
IABCJNHA_01322	CDS	1005				hypothetical protein
IABCJNHA_01323	CDS	1275	tig	5.2.1.8	COG0544	Trigger factor
IABCJNHA_01324	CDS	1263	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
IABCJNHA_01325	CDS	1659	lon2	3.4.21.53	COG1067	Lon protease 2
IABCJNHA_01326	CDS	2325	lon1	3.4.21.53	COG0466	Lon protease 1
IABCJNHA_01327	CDS	588	engB		COG0218	putative GTP-binding protein EngB
IABCJNHA_01328	CDS	498				hypothetical protein
IABCJNHA_01329	CDS	1368	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
IABCJNHA_01330	CDS	831	ccsA_1			Cytochrome c biogenesis protein CcsA
IABCJNHA_01331	CDS	945	hemC	2.5.1.61		Porphobilinogen deaminase
IABCJNHA_01332	CDS	789				hypothetical protein
IABCJNHA_01333	CDS	975	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
IABCJNHA_01334	CDS	1293	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
IABCJNHA_01335	CDS	1728	spoVID			Stage VI sporulation protein D
IABCJNHA_01336	CDS	1035				hypothetical protein
IABCJNHA_01337	CDS	192				hypothetical protein
IABCJNHA_01338	CDS	2643	valS	6.1.1.9	COG0525	Valine--tRNA ligase
IABCJNHA_01339	CDS	1293	fpgS	6.3.2.17		Folylpolyglutamate synthase
IABCJNHA_01340	CDS	537	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
IABCJNHA_01341	CDS	999	spoIIB			Stage II sporulation protein B
IABCJNHA_01342	CDS	570	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
IABCJNHA_01343	CDS	696				hypothetical protein
IABCJNHA_01344	CDS	1014	mreB		COG1077	Cell shape-determining protein MreB
IABCJNHA_01345	CDS	873	mreC		COG1792	Cell shape-determining protein MreC
IABCJNHA_01346	CDS	519	mreD		COG2891	Rod shape-determining protein MreD
IABCJNHA_01347	CDS	681	minC		COG0850	Septum site-determining protein MinC
IABCJNHA_01348	CDS	807	minD		COG2894	Septum site-determining protein MinD
IABCJNHA_01349	CDS	795	spoIVFA		COG0739	Stage IV sporulation protein FA
IABCJNHA_01350	CDS	867	spoIVFB	3.4.24.-	COG1994	Stage IV sporulation protein FB
IABCJNHA_01351	CDS	309	rplU		COG0261	50S ribosomal protein L21
IABCJNHA_01352	CDS	339				hypothetical protein
IABCJNHA_01353	CDS	285	rpmA		COG0211	50S ribosomal protein L27
IABCJNHA_01354	CDS	579	spo0B	2.7.-.-		Sporulation initiation phosphotransferase B
IABCJNHA_01355	CDS	1287	obg	3.6.5.-	COG0536	GTPase Obg
IABCJNHA_01356	CDS	444				hypothetical protein
IABCJNHA_01357	CDS	882	pheA			Bifunctional chorismate mutase/prephenate dehydratase
IABCJNHA_01358	CDS	543	nadR		COG1827	Transcription repressor NadR
